"temperature","taxa","q","mean_biomass","sd_biomass"
"1","HYOS","1",0.110338895820308,0.0839637798497058
"1","HYOS","2",0.110338988095708,0.0839627448646375
"1","HYOS","4",0.11057612094716,0.0841678999033014
"1","HYOS","8",0.110554180602907,0.0841723037615578
"1","BAET","1",0.000260173690439439,0.000184339097916793
"1","BAET","2",0.000260169684662143,0.000184321631254847
"1","BAET","4",0.000260174091112914,0.000184444295245402
"1","BAET","8",0.000260181296154527,0.000184481927032064
"1","NZMS","1",0.850876290041969,0.087049750172932
"1","NZMS","2",0.850866705153419,0.0870528997664809
"1","NZMS","4",0.850774483045686,0.0871075939939897
"1","NZMS","8",0.850791344903944,0.0870939174818537
"1","CHIR","1",0.00168715494799374,0.00157946481040989
"1","CHIR","2",0.00169782130390998,0.00160101711365228
"1","CHIR","4",0.00152739024956508,0.00118546951100556
"1","CHIR","8",0.0015371453731254,0.00117110410733875
"1","GAMM","1",0.0368374854992904,0.0136724969507119
"1","GAMM","2",0.036836315762301,0.0136701920346821
"1","GAMM","4",0.0368618316664759,0.0137193937467528
"1","GAMM","8",0.0368571478238683,0.0137164068163744
"1.1","HYOS","1",0.0512208134211113,0.0400708296801301
"1.1","HYOS","2",0.0512926192749513,0.0402602190278262
"1.1","HYOS","4",0.0512889326933285,0.0402580124551908
"1.1","HYOS","8",0.0512077442341227,0.0400794591197505
"1.1","BAET","1",0.000124625922929027,8.16373251826807e-05
"1.1","BAET","2",0.000124632971351764,8.16597390120369e-05
"1.1","BAET","4",0.00012463223732553,8.16605658830923e-05
"1.1","BAET","8",0.000124621136056656,8.16372925305804e-05
"1.1","NZMS","1",0.922144696656191,0.0442285878841945
"1.1","NZMS","2",0.922566607174723,0.0435244527348537
"1.1","NZMS","4",0.922573564673607,0.0435176980257174
"1.1","NZMS","8",0.922161430019019,0.0442123781630448
"1.1","CHIR","1",0.000995941892519105,0.000942322580678014
"1.1","CHIR","2",0.00100266335767246,0.000953281424798817
"1.1","CHIR","4",0.00100108985421121,0.000951300479063997
"1.1","CHIR","8",0.00100636694121324,0.000960067864742141
"1.1","GAMM","1",0.0255139221072499,0.0126966965107471
"1.1","GAMM","2",0.0250134772213012,0.0124702539999357
"1.1","GAMM","4",0.025011780541528,0.0124693170836772
"1.1","GAMM","8",0.0254998376695888,0.0126898075475982
"1.2","HYOS","1",0.0320009807743059,0.0242307680821341
"1.2","HYOS","2",0.032001274981252,0.0242308990321605
"1.2","HYOS","4",0.0320023437054605,0.0242316964848863
"1.2","HYOS","8",0.0320035410522829,0.0242322972276431
"1.2","BAET","1",0.000109888722843851,8.40713092626281e-05
"1.2","BAET","2",0.000109888804399899,8.40712822879808e-05
"1.2","BAET","4",0.000109889518540579,8.40720067708337e-05
"1.2","BAET","8",0.000109889822271615,8.40719598850014e-05
"1.2","NZMS","1",0.94378864637623,0.0305018516966947
"1.2","NZMS","2",0.943788706069816,0.0305016351517036
"1.2","NZMS","4",0.943784164881039,0.0305042117106259
"1.2","NZMS","8",0.94378364101672,0.0305039408592759
"1.2","CHIR","1",0.000795798873107965,0.000849329865704106
"1.2","CHIR","2",0.000795426448123046,0.000849046395702972
"1.2","CHIR","4",0.000798837688510656,0.000850661186555262
"1.2","CHIR","8",0.000798106779557217,0.00084989175037343
"1.2","GAMM","1",0.0233046852535121,0.0133848053449319
"1.2","GAMM","2",0.0233047036964093,0.0133847976235603
"1.2","GAMM","4",0.0233047642064497,0.0133846399116734
"1.2","GAMM","8",0.0233048213291679,0.0133845833771297
"1.5","HYOS","1",0.0139217286435496,0.0100149605220939
"1.5","HYOS","2",0.0139217293429729,0.010014960095812
"1.5","HYOS","4",0.0139217295786033,0.0100149597042085
"1.5","HYOS","8",0.0139217306062748,0.0100149587027779
"1.5","BAET","1",0.000122712721179472,8.60943748002239e-05
"1.5","BAET","2",0.000122712725000801,8.60943663883354e-05
"1.5","BAET","4",0.00012271274330344,8.60943898997666e-05
"1.5","BAET","8",0.000122712774550735,8.60944171874367e-05
"1.5","NZMS","1",0.957870289818341,0.0255646806793612
"1.5","NZMS","2",0.957870391365645,0.02556454305836
"1.5","NZMS","4",0.957870600563366,0.0255642575874117
"1.5","NZMS","8",0.957871014687655,0.0255636938121932
"1.5","CHIR","1",0.000424809587437586,0.000400914299824246
"1.5","CHIR","2",0.000424699569848911,0.000400696564118478
"1.5","CHIR","4",0.000424479755513004,0.000400263550143541
"1.5","CHIR","8",0.000424041426368194,0.000399407833936362
"1.5","GAMM","1",0.027660459229492,0.0187803702066517
"1.5","GAMM","2",0.0276604669965324,0.0187803923368481
"1.5","GAMM","4",0.0276604773592139,0.0187804225224282
"1.5","GAMM","8",0.0276605005051515,0.0187804894972841
